title,media,date,datetime,desc,link,img
Putin warns that Russia could provide long-range weapons to others to strike Western targets,9News.com.au,0 hours ago,2024-06-06 07:29:35.398260,Russian President Vladimir Putin has warned Germany that the use of its weapons by Ukraine to strike inside...,https://www.9news.com.au/world/russia-ukraine-update-vladimir-putin-warns-germany-weapons-ukraine-strike-russia-dangerous-step/e65557bb-281a-4abd-b07d-5d511fcd6e7b&ved=2ahUKEwiB7LGousaGAxXK5skDHS6rEEI4KBDF9AF6BAgEEAI&usg=AOvVaw3L8CbaevGgCtZ0hr5Hu6HN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukrainian band Antytila hosts army fundraiser in Birmingham,BBC,0 hours ago,2024-06-06 07:29:35.399992,One of Ukraine's top rock bands has been hosting a series of UK charity events to raise money for the country's armed forces.,https://www.bbc.com/news/articles/cd11q4d8jyxo&ved=2ahUKEwiB7LGousaGAxXK5skDHS6rEEI4KBDF9AF6BAgAEAI&usg=AOvVaw0XxmmIYsm9Ib7yXGeNT_bY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine attacks Russia with American-supplied weapons: Will Vladimir Putin escalate the war?,Slate,1 hours ago,2024-06-06 06:29:35.401676,"For the first time since President Joe Biden gave them permission to do so, Ukrainian soldiers have fired an American-supplied weapon at a target inside...",https://slate.com/news-and-politics/2024/06/ukraine-strikes-russia-war-biden-putin-red-line.html&ved=2ahUKEwiB7LGousaGAxXK5skDHS6rEEI4KBDF9AF6BAgGEAI&usg=AOvVaw0vhZyYu4WSKF1zCbjmQuLH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Zelenskyy thanks Qatar for role in returning Ukraine children on Doha visit,Al Jazeera,1 hours ago,2024-06-06 06:29:35.403306,"Ukrainian President Volodymyr Zelenskyy has met Qatar's Emir Sheikh Tamim bin Hamad Al Thani during a visit to the Gulf country, voicing gratitude for...",https://www.aljazeera.com/news/2024/6/5/zelenskyy-thanks-qatar-for-role-in-returning-ukraine-children-on-doha-visit&ved=2ahUKEwiB7LGousaGAxXK5skDHS6rEEI4KBDF9AF6BAgHEAI&usg=AOvVaw2XJeXXjpfRQ6XwU6C4Dw5w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine asks US and partners to speed up F-16 pilot training – Politico,Українська правда,1 hours ago,2024-06-06 06:29:35.404941,Politico has reported that Ukraine's partners are not currently training a sufficient quantity of Ukrainian pilots to fly the F-16 fighter jets that will...,https://www.pravda.com.ua/eng/news/2024/06/5/7459398/&ved=2ahUKEwiB7LGousaGAxXK5skDHS6rEEI4KBDF9AF6BAgDEAI&usg=AOvVaw2h9BfJ_h4Kcl6NTsIY8qxy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:35.902429,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQICBAC&usg=AOvVaw3tNVkkohnxkGs6auDIUoqE,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:35.926656,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQICRAC&usg=AOvVaw3RVSwohLfWCrIxLzJL4bfg,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:35.939851,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIBRAC&usg=AOvVaw0gJ9-DWUUuoQsm51sjBBui,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:35.954389,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIAhAC&usg=AOvVaw3xIur_R8l9fQIwrdnZKB0w,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:35.967762,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIABAC&usg=AOvVaw3tgsajNxeaMHI-Tyjmm4vb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:35.979942,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIBhAC&usg=AOvVaw1uHOUyaoiaLCEDBZHDx_wH,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:35.992032,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIAxAC&usg=AOvVaw2g82tCuRJu4E8n8VwjRD3Z,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia could hand others long-range weapons to strike West: Putin,Euronews.com,2 hours ago,2024-06-06 05:29:36.004664,It comes after NATO allies allowed Ukraine to use similar arms to strike targets deep within Russian territory. ADVERTISEMENT. Russian President Vladimir...,https://www.euronews.com/2024/06/05/putin-warns-germany-ukraine-using-its-weapons-would-be-a-dangerous-step&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIBBAC&usg=AOvVaw2MZhVGf31ScToyYNLDVMEG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
At least four dead as Ukraine-bound passenger train collides with freighter in Czechia,Ukrinform,3 hours ago,2024-06-06 04:29:36.017142,"In the Czech Republic, a passenger train heading to Chop, Ukraine, collided with a freight train, leaving four passengers killed and killing four people and...",https://www.ukrinform.net/rubric-emergencies/3871890-at-least-four-dead-as-ukrainebound-passenger-train-collides-with-freighter-in-czechia.html&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIBxAC&usg=AOvVaw0pFl0RnjtCkNMOS4vFTF5c,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slovakia's Fico says he was targeted for Ukraine views, in first speech since assassination attempt",AP News,3 hours ago,2024-06-06 04:29:36.029684,Slovakia's populist Prime Minister Robert Fico says he believes he was targeted for having a Ukraine position contrary to the European mainstream but bears...,https://apnews.com/article/slovakia-prime-minister-fico-speech-online-878f0271e2ec3d3c378abe966415e20b&ved=2ahUKEwidwdCousaGAxVj38kDHdyVD4UQxfQBegQIARAC&usg=AOvVaw3eoamH4G9iP2bMxzGNt6U9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
U.S. believes allowing Ukraine to hit targets inside Russia with American weapons not to escalate tensions,Ukrinform,1 hours ago,2024-06-06 06:29:36.451755,The U.S. president's permission for Ukrainian defenders to use American weapons against targets located Russian soil will allow Ukraine to better defend...,https://www.ukrinform.net/rubric-polytics/3871832-us-believes-allowing-ukraine-to-hit-targets-inside-russia-with-american-weapons-not-to-escalate-tensions.html&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgBEAI&usg=AOvVaw28Mahgigj_RpMHO8sW3yGQ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The Short Careers And Violent Deaths Of Ukraine's Kremlin-Backed Separatists,Radio Free Europe/Radio Liberty,1 hours ago,2024-06-06 06:29:36.453718,"Ten years after the takeover of parts of Ukraine's Luhansk and Donetsk regions by Russia-backed separatists, many of the most prominent figures in the...",https://www.rferl.org/a/russia-separatists-killed-donetsk-luhansk-assasinations/32980312.html&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgJEAI&usg=AOvVaw3aV0muRviQL17pj4HHtsah,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Photos of released Ukrainian prisoners of war show emaciated bodies in ‘horrifying’ condition,CNN,1 hours ago,2024-06-06 06:29:36.455549,"Roman Gorilyk is now little more than a skeleton. His ribs and collarbones are sticking out, his belly is sunken, his shoulder and hip joints clearly...",https://www.cnn.com/2024/06/05/europe/emaciated-ukrainian-pow-intl/index.html&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgIEAI&usg=AOvVaw21JKb3Xf6X0vfuUoSlMh5q,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukrainian-Russian man held in Paris suspected of planning terror attack plan prior to Biden arrival,The Telegraph,1 hours ago,2024-06-06 06:29:36.457335,"Man, 26, suffers burns to face and arm, but is able to talk to French security services alerted by blast two days before Joe Biden flew in.",https://www.telegraph.co.uk/world-news/2024/06/05/ukrainian-russian-man-paris-terror-attack-suspect-biden/&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgDEAI&usg=AOvVaw0OWmwXfKDW5Ptl0ZLEcQLc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin warns that Russia could arm others to strike Western targets,The Sydney Morning Herald,2 hours ago,2024-06-06 05:29:36.459111,Germany joined the United States recently in authorising Ukraine to hit some targets on Russian soil with the long-range weapons they are supplying to Kyiv.,https://www.smh.com.au/world/europe/facing-us-backed-ukrainian-missile-strikes-putin-hints-he-could-arm-others-to-strike-west-20240606-p5jjmo.html&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgAEAI&usg=AOvVaw3Q5VMBo8RMe4qYPPP68HQD,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine uses US weapons to strike inside Russia | AP Top Stories,YouTube,2 hours ago,2024-06-06 05:29:36.460905,"Here's the latest for Wednesday, June 5th: Biden will mark D-Day anniversary in France; Ukraine uses US weapons to strike inside Russia; Israeli troops...",https://www.youtube.com/watch%3Fv%3DzGjiY0qEIEo&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgHEAI&usg=AOvVaw3vRiL6SfE17Yx05LMhLMzy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Paris prepares response to Russian statements about French military instructors in Ukraine,Українська правда,2 hours ago,2024-06-06 05:29:36.463207,"France's Ministry of Foreign Affairs has expressed indignation at statements made by Alexander Makogonov, spokesperson for the Russian Embassy in France,...",https://www.pravda.com.ua/eng/news/2024/06/5/7459396/&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgFEAI&usg=AOvVaw1bCMviX0cGJLYF4Jrxg0ph,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine's power grid to face 'most difficult situation' in mid-summer, Ukrenergo says",The Kyiv Independent,2 hours ago,2024-06-06 05:29:36.465268,"It will be difficult to cover consumption levels as restoration work at thermal and hydroelectric power plants damaged by Russia will still be ongoing,...",https://kyivindependent.com/ukraines-power-grid-to-face-most-difficult-situation-in-mid-summer-ukrenergo-says/&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgGEAI&usg=AOvVaw2Wk6PodG0HIos1teX4HLuo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin warns Germany against delivering Taurus missiles to Ukraine,Yahoo,2 hours ago,2024-06-06 05:29:36.467159,"Russian President Vladimir Putin on Wednesday warned Germany against delivering Taurus cruise missiles to Ukraine. ""If [...] any missiles appear that can...",https://www.yahoo.com/news/putin-warns-germany-against-delivering-193309997.html&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgCEAI&usg=AOvVaw2opvqEOmApGMwkQ_nRkZQR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France arrests Ukraine-Russia national following explosion at hotel,Al Jazeera,2 hours ago,2024-06-06 05:29:36.469216,The French domestic intelligence agency has arrested a 26-year-old Russian-Ukrainian man on suspicion of planning a violent act after he injured himself in...,https://www.aljazeera.com/news/2024/6/5/france-arrests-ukraine-russia-national-following-explosion-at-hotel&ved=2ahUKEwiWz_aousaGAxW_78kDHcsWFMU4MhDF9AF6BAgEEAI&usg=AOvVaw07oIkpy9T9BJt6jyvktDvy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
The sun rises over Normandy's beaches on D-Day's 80th anniversary,AP News,1 hour ago,2024-06-06 06:29:36.885539,The sun is rising again over Normandy beaches where soldiers fought and died exactly 80 years ago on D-Day.,https://apnews.com/article/d-day-france-russia-ukraine-wwii-7b6896a9d891fb2d2f75b29e1cfd67ad&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIABAC&usg=AOvVaw2DCcQ69YsBdRDQrvHslKHS,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slamming China over its stance on Russia and the war, Ukraine might have made a big miscalculation",CNBC,1 hour ago,2024-06-06 06:29:36.898258,"Ukrainian President Volodymyr Zelenskyy's very public criticism of China over its relationship with Russia, and cool stance toward a forthcoming peace...",https://www.cnbc.com/2024/06/06/ukraines-criticism-of-china-and-its-stance-on-russia-could-backfire.html&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQICRAC&usg=AOvVaw2Knyu1orWFKvnm0eKxoCQm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Putin warns Russia could provide weapons to strike NATO allies, Western targets",Australian Broadcasting Corporation,1 hour ago,2024-06-06 06:29:36.912601,Russia could arm countries with long-range weapons to strike Western targets in response to NATO allies allowing Ukraine to use their arms to attack Russian...,https://www.abc.net.au/news/2024-06-06/putin-warns-russie-could-provide-weapons-to-strike-west/103944466&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIBhAC&usg=AOvVaw2O04Gy_cO7jp8cqZyBaeoI,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Ukraine-bound passenger train collides with freighter in Czechia, at least 4 dead",The Kyiv Independent,2 hours ago,2024-06-06 05:29:36.925175,Ukrainian Railways said there were no fatalities or injuries in the car trains with passengers heading to Chop.,https://kyivindependent.com/ukraine-bound-passenger-train-collides-with-freighter-in-czechia-casualties-reported/&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIBxAC&usg=AOvVaw23SpCXa4n0g4JHEfjo4Qpa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"General Staff: Russia has lost 515,000 troops in Ukraine since Feb. 24, 2022",The Kyiv Independent,2 hours ago,2024-06-06 05:29:36.944938,This number includes 1300 casualties Russian forces suffered just over the past day.,https://kyivindependent.com/general-staff-russia-has-lost-515-000-troops-in-ukraine-since-feb-24-2022/&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIBBAC&usg=AOvVaw3S8ZAJjutY2mJot-ZcOSlw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian war losses in Ukraine reach 515K,Ukrinform,2 hours ago,2024-06-06 05:29:36.962427,"The total combat losses the Russian invasion troops sustained in Ukraine from February 24, 2022 to June 6, 2024 amount to an estimated 515000,...",https://www.ukrinform.net/rubric-ato/3871895-russian-war-losses-in-ukraine-reach-515k.html&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIARAC&usg=AOvVaw35ZdTVjq9jrnW2QY2YDyMO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France to provide Ukraine over $700 million in critical infrastructure support,The Kyiv Independent,2 hours ago,2024-06-06 05:29:36.974684,"The funds will primarily focus on projects related to Ukraine's transportation and energy infrastructure, hit hard by heavy Russian assaults in 2024.",https://kyivindependent.com/france-to-provide-ukraine-over-700-million-in-critical-infrastructure-support/&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQICBAC&usg=AOvVaw0raR61ZZxaFdknJUZV-Q4R,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russia could hand others long-range weapons to strike West: Putin,Euronews.com,2 hours ago,2024-06-06 05:29:36.986865,It comes after NATO allies allowed Ukraine to use similar arms to strike targets deep within Russian territory. ADVERTISEMENT. Russian President Vladimir...,https://www.euronews.com/2024/06/05/putin-warns-germany-ukraine-using-its-weapons-would-be-a-dangerous-step&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIAhAC&usg=AOvVaw0kzAIct0ORKKeiUGHqvHQ6,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
At least four dead as Ukraine-bound passenger train collides with freighter in Czechia,Ukrinform,3 hours ago,2024-06-06 04:29:37.000352,"In the Czech Republic, a passenger train heading to Chop, Ukraine, collided with a freight train, leaving four passengers killed and killing four people and...",https://www.ukrinform.net/rubric-emergencies/3871890-at-least-four-dead-as-ukrainebound-passenger-train-collides-with-freighter-in-czechia.html&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIAxAC&usg=AOvVaw0JKzpSCdu9HWl-c_fCt1fm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Slovakia's Fico says he was targeted for Ukraine views, in first speech since assassination attempt",AP News,3 hours ago,2024-06-06 04:29:37.013600,Slovakia's populist Prime Minister Robert Fico says he believes he was targeted for having a Ukraine position contrary to the European mainstream but bears...,https://apnews.com/article/slovakia-prime-minister-fico-speech-online-878f0271e2ec3d3c378abe966415e20b&ved=2ahUKEwj30ZGpusaGAxVPG9AFHSwjLxkQxfQBegQIBRAC&usg=AOvVaw2VWoupbWW_Q2bj2qEg4Ykq,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Putin threatens to launch attacks on countries that supply Ukraine with weapons,Українська правда,2 hours ago,2024-06-06 05:29:37.425113,Russia's ruler Vladimir Putin has declared that Russia may deploy long-range weapons to various parts of the world in order to launch attacks on sensitive...,https://www.pravda.com.ua/eng/news/2024/06/5/7459393/&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgCEAI&usg=AOvVaw2i8gD3r8NSNyT5coZQ2nlt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Russian-Ukrainian 'terrorist' arrested in Paris following blast at Charles de Gaulle airport as police find 'M,Daily Mail,2 hours ago,2024-06-06 05:29:37.426896,A suspected Russian-Ukrainian terrorist triggered an improvised bomb in a Paris airport hotel room using 'Mother of Satan' chemicals favoured by ISIS...,https://www.dailymail.co.uk/news/article-13499055/Russian-Ukrainian-terrorist-arrested-Paris-following-blast-Charles-Gaulle-airport-police-bomb-making-kit-scene.html&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgJEAI&usg=AOvVaw0gG6eLe8y8mAnC_PTcyrzq,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Western arms deliveries to Ukraine are 'very dangerous step': Putin,Times of India,2 hours ago,2024-06-06 05:29:37.431355,Europe News: Russian President Vladimir Putin on Wednesday cautioned that supplying arms to Ukraine by Western nations is 'a very dangerous step.,https://timesofindia.indiatimes.com/world/europe/western-arms-deliveries-to-ukraine-are-very-dangerous-step-putin/articleshow/110746718.cms&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgBEAI&usg=AOvVaw2o-0XCjgIm27-OxQQ9bO5S,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
'The Kremlin knows this is not sustainable' as Putin's losses mount in Ukraine | Lt. Gen. Ben Hodges,YouTube,2 hours ago,2024-06-06 05:29:37.433346,'The Kremlin knows this is not sustainable' as Putin's losses mount in Ukraine | Lt. Gen. Ben Hodges. 225K views · 12 hours ago Frontline | The War in...,https://www.youtube.com/watch%3Fv%3D6RHjH8pVPhA&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgHEAI&usg=AOvVaw2rh3uR9WMBbb45HqSVxKbO,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Defense spending bill forces Israel arms transfers, nixes Ukraine aid",Defense News,3 hours ago,2024-06-06 04:29:37.435033,"The House moved its first draft of the FY25 defense spending bill, pushing back on President Biden's Israel arms transfer hold and excluding Ukraine aid.",https://www.defensenews.com/congress/budget/2024/06/05/defense-spending-bill-forces-israel-arms-transfers-nixes-ukraine-aid/&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgFEAI&usg=AOvVaw3RT__1l_wcp1gjFSpn_1-Y,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine Strikes Inside Russia With U.S.-Made Missiles,WSJ,3 hours ago,2024-06-06 04:29:37.436664,"KYIV, Ukraine—Ukraine used U.S.-made missiles to strike in Russian territory this week as it counters a Russian offensive in the northeastern Kharkiv region...",https://www.wsj.com/world/ukraine-strikes-inside-russia-with-u-s-made-missiles-486b056b&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgGEAI&usg=AOvVaw3O_7suE_7iYMGB4_NB--3Y,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
US warns dual citizens may be stuck in Ukraine under mobilization law,The Hill,3 hours ago,2024-06-06 04:29:37.438346,The U.S. Embassy in Kyiv is warning dual U.S.-Ukrainian citizens they will no longer be able to depart the war-torn country if they are otherwise eligible...,https://thehill.com/policy/international/4705649-us-dual-citizens-stuck-ukraine-mobilization-law/&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgAEAI&usg=AOvVaw0G1pcIwwinbDzPrSVxyoqk,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
"Russia still hasn't restored ferry crossing in Crimea after Ukraine's recent strike, military says",The Kyiv Independent,3 hours ago,2024-06-06 04:29:37.440009,The Ukrainian military reportedly struck the ferry crossing in occupied Kerch with U.S.-provided long-range ATACMS missiles overnight on May 30.,https://kyivindependent.com/russia-still-hasnt-restored-ferry-crossing-in-crimea-after-ukraines-strike-military-says/&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgIEAI&usg=AOvVaw04QBLS_1XFK_aSmSK0Uskm,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
Ukraine just used US rockets to strike targets inside Russia for the first time,New York Post,3 hours ago,2024-06-06 04:29:37.441640,"Kyiv has used US weapons inside Russia just days after President Biden approved the tactic for defending Kharkiv, Ukraine's second-largest city,...",https://nypost.com/2024/06/05/us-news/ukraine-uses-us-weapons-to-strike-inside-russia-a-western-official-tells-ap/&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgEEAI&usg=AOvVaw3rY5drX2ucurR03mnNPHGG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
France Arrests Russian-Ukrainian With Explosives On Terror Charges,Radio Free Europe/Radio Liberty,3 hours ago,2024-06-06 04:29:37.443281,France's domestic intelligence agency has detained a 26-year-old Russian-Ukrainian man on suspicion of planning a violent act after he injured himself in an...,https://www.rferl.org/a/france-ukraine-russia-terrorism-bomb-arrest/32980745.html&ved=2ahUKEwig4LKpusaGAxUhLdAFHY_YIkI4PBDF9AF6BAgDEAI&usg=AOvVaw12hc-CBGq25Mql-V37nptZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
